,Effectiveness,Price,Taste,Side effects,Quality control,Varied results,Ingredients,date,name,title,content,rating
5753,0,0,0,0,0,1,0,2020-06-13,Suelo,Make sure item is authentic!!,Counterfeit items recieved. I confirmed with the actually company that the items I recieved were not real. Notice how the heart is missing in vitamins I recieved compared to what is actually advertised.,1
5754,1,1,1,0,0,1,1,2021-12-28,Customer,Not Worth the Hype,"Overhyped, was not a fan.",1
5755,1,0,1,0,0,1,0,2020-09-23,Cham,Great at first but then they sent me a knock off,The first 4 months they were great. Exactly as described & yummy. This last bottle I just opened is not the same & it tastes like rotten fish. Nope. Not doing it.,1
5756,1,0,1,0,0,1,0,2021-05-23,Kuklam,Not Worth it,After using first week I got so many acne on my face and Body. I never had acne. So disappointed,1
5757,-1,0,0,-1,0,-1,0,2021-06-02,PACM,Didn’t work for me,"I tried this since I’ve seen high reviews.. Took this for six months, but unfortunately no improvement at all.",1
5758,1,0,0,0,0,1,1,2020-01-05,Stephanie,Terrible buy,They came in the mail and were melted and gooie ! Tastes horrible and we’ve had them. Before from a store ! Found an off brand on eBay for 1/3 of the price and better quality,1
5759,0,0,1,-1,0,-1,0,2018-02-16,K99,DO NOT BUY!!!!,No stars. I wondered why I went thru a bottle in 2 weeks. I opened this bottle to find that the seal across the top had already been taken off. I counted them... only 49 in the bottle when there should be 60! Total SCAM. DO NOT WASTE YOUR TIME ON THIS PRODUCT.,1
5760,1,0,0,0,0,1,0,2021-11-22,Ali kintar,In vain!,Hasn't got my hair any bit better.,1
5761,1,0,0,0,0,0,1,2020-01-02,Taylor,Wouldn’t recommend,I haven’t broke out in a while as soon as 4 days of taking these I broke out terribly! I wasted my money don’t waste yours! I’d rather have a clear face than longer hair anyway,1
5762,0,0,0,0,1,0,0,2019-09-06,Amazon Customer,Acne breakout,My hair grew but it made me breakout really bad after taking it for one month. It’s been weeks and I still have really bad acne around my chin and neck area. I’ve never had this in my life.,1
5763,1,0,1,0,0,1,0,2016-10-02,Amazon Customer,... even got a one star was because they taste great. Otherwise,"The only reason they even got a one star was because they taste great. Otherwise, save urself the nightmare from all the acne this will cause. My skin starting peeling, flaking, and breaking out within the second day. I lost more hair on these than I ever have in my life! Now that I am off these, my skin is finally going back to normal.",1
5764,1,0,1,0,0,1,1,2017-05-04,Nic,if you have ANY gastro issues this is NOT for ...,if you have ANY gastro issues this is NOT for you. this is the ONLY thing that has changed in my routine in the past few weeks. after a few days of taking it I have had non stomach issues. stopped taking them and now I'm back to normal. not fair that you cant return it $30 is steep!,1
5765,1,0,1,0,0,1,0,2020-06-02,Dana L. Filipek,Hard as a rock,Just bought these on may 14 th and already they are hard as a rock. I have kept them sealed only opened them to take them daily. I would not recommend these.,1
5766,-1,0,0,-1,0,1,0,2018-04-03,emilee,Never again,"this will give you long hair but will also ruin your skin. I mean like destroy. It gave me the worst cystic acne and I’ve tried everything but the scars won’t go away. I left an honest review on their Instagram and they deleted it, so over all this company sucks",1
5767,0,-1,0,0,0,1,1,2020-10-30,Marissa,Don’t recommend,I would not recommend this product I have been taking it for about three weeks and I am losing even more hair than I was before taking them.,1
5768,1,0,1,0,1,0,0,2021-11-08,BrandyH,Gummy,These are sour and very soft.,1
5769,1,0,0,0,0,1,1,2021-07-06,Becky,Doesn’t work.?,Just like Candy with no benefits. Took for months with no benefits. Expensive Candy.,1
5770,1,-1,0,1,1,0,0,2022-01-02,Miranda,Didn’t work. I didn’t like the taste or texture,For hair,1
5771,-1,-1,1,0,0,0,0,2017-02-20,Christopher,Itchy Bear,Took one vitamin and became increasingly itchy. Mainly around my mouth and chin. After this I decided to check reviews and am mortified at what they say. I will not be taking any more of these. They seem very unsafe and wish I could return them. The loss of 30$ is worth not having an allergic reaction and cystic acne!,1
5772,1,0,0,0,0,1,0,2020-10-25,nancy,I opened a new bottle and got a horrible smell,I have taken these for about 2 years but NO more. I opened this bottle and got a horrible as in something died in this batch.,1
5773,0,0,1,0,0,0,0,2021-03-06,Marisa,No growth,Did not help my hair grow at all. Took the vitamins for 2 months with no more growth than I would typically have.,1
5774,-1,0,1,-1,0,-1,0,2020-09-30,Dee,Bad Smell & Taste,I have been taking these for over a year and LOVE them but this was my first time purchasing it online. They smelled horrible and taste even worse.,1
5775,0,0,1,0,0,0,0,2018-07-09,FERNANDA P.,Taste different :(,"It’s the second time I order SugarBear and I absolutely love it. It really works and it taste amazing, but for some reason this second time I ordered doesnt taste good it tastes really strange :( so im a little disappointed but other than that it’s awesome",1
5776,1,0,1,0,0,1,0,2017-07-28,EY,DO NOT BUY THIS PRODUCT,"DO NOT BUY THIS PRODUCT. It will break your skin out. You will spend months trying to clear up your skin. It didn't help with hair growth. I honestly believe it caused my cystic acne to become intolerable. Please read the ingredients carefully and the amount of Biotin they are advertising as ""safe"". BUYER BEWARE",1
5777,1,-1,0,0,0,1,1,2021-09-13,Patricia,Can’t tell you much just start taking him having notice any difference yet,Just start juicing can’t tell any difference yet,1
5778,1,0,0,1,0,1,1,2020-05-22,B. Sahmali,Breakouts everywhere,My face broke out so bad while using this product and I did some research online and looks like they are marketing the measurements of the ingredients wrong. Be careful!,1
5779,0,-1,1,0,0,0,0,2020-02-19,Charles T Smith,"Over Priced, Better Values Elsewhere!","I bought this because my wife insisted! Not much for the money! I don't recommend purchasing this item! Might be okay if $10 or less, but $29.95 is rediculous!",1
5780,,,,,,,,2018-03-20,AveryandAshton,Im just about finished with my 3rd bottle.. ...,"Im just about finished with my 3rd bottle....my hair is actually shorter now....(withOUT cutting it)....I am trying ONE last bottle, if I see any growth after the 4th month/bottle, I will adjust this rating plus leave a 5 star on the next purchase. I am 50 years old.",1
5781,1,0,0,0,0,1,0,2018-06-13,Kim B.,Health,"I 'm now able to write this review. I had an anaphylactic reaction from the vitamins. My husband told me not to write this review, please don't post this. My husband threw the vitamins away. God was on my side. Good luck with your product.",1
5782,1,0,0,0,0,1,0,2021-06-16,CHRISTINA,I was getting migraines everyday after taking this was not worth it .,Good flavor easy to chew not bad i just hated that i was getting headaches,1
5783,1,0,0,0,0,1,0,2017-06-05,Baylee,DONT DO IT.,"DONT DO IT.. My face was crystal clear. After taking this for less than two weeks, my face broke out like crazy. I've been off this for months now and I still can't get my face cleared up.. I understand you may want longer, thicker hair, but this is NOT the way to go",1
5784,1,0,1,0,0,1,1,2021-02-12,Lesley,Do not buy these!!!,These are loaded with sugar and made my face break out tremendously. These also gave me a terrible headache and made me nauseous.,1
5785,1,0,1,0,0,0,0,2020-04-24,Emily,Plastic seal was off,My bottles plastic was basically off this is especially important during these times :( don’t buy from amazon it could have been tampered with. I had to throw it away,1
5786,-1,0,1,0,0,0,0,2021-01-11,Nikkimarie327,Allergic reaction,I had high hopes for this product but had an allergic reaction to it so had to stop taking after a few weeks.,1
5787,-1,0,0,-1,0,0,-1,2019-09-16,Haley Johnson,Doesn’t work.,I didn’t see a noticeable change in hair growth or quality. I was trying to grow my hair out from a pixie and it didn’t change the rate of growth or quality of new growth.,1
5788,1,0,0,0,0,1,0,2020-01-05,Belem Perez,Acne reaction,Very bad acne after using them for 2 months. Didn’t relate the acne to this then I started digging on reviews and tons of people develop acne.. Not using them ever again.,1
5789,,,,,,,,2020-08-22,Talin,Did not work well,One month of taking this gummies I did not see any progress I still have hair falling. I don’t even know why I ordered this bottle again,1
5790,-1,0,1,0,0,-1,0,2021-06-22,Amazon Customer,Safety seal half of and unable to return or request new,Item arrived with safety seal half off which makes them unsafe to consume.,1
5791,-1,-1,0,-1,0,-1,0,2021-11-24,safaa,Waste of money,Meh !,1
5792,0,0,1,-1,0,0,0,2020-06-15,Chloe Sizer,Nonsense,"They have such a low amount of vitamins, you may as well eat the entire bag to make any form of difference to your body or hair.",1
5793,1,1,0,-1,0,0,1,2017-01-25,Meghan G.,Destroyed my skin,Can't tell you if it helps grow your hair or make it healthier because I had to stop after about 2 weeks. I've never had a problem with my skin but after taking these my face broke out in a weird rash and it became so dry it peeled off like I had a nasty sun burn,1
5794,0,0,1,0,0,0,0,2021-11-02,Patricia,Bad and damaged product!,"Damaged bottle, damaged product.",1
5795,,,,,,,,2021-05-05,JaySon,Skip it,Couldn't use it long enough to make a difference because I broke out with acne :(,1
5796,0,0,-1,-1,0,-1,0,2016-10-10,Amazon Customer,They don't make it easy to resolve any issues,Received my order today. two jars of SugarBear hair Vitamins. One bottle was half empty. You can't find a customer service number. Easier to just dispute the charge on American Express which is what I'm going to do. They don't make it easy to resolve any issues. Definitely buy elsewhere!,1
5797,0,-1,1,0,0,0,0,2018-08-07,Amazon Customer,NO,"I finally have my skin under control after months of antibiotics... after just 3 days of taking this, my skin breaks out in the biggest most painful pimples. Probably does not work... just drink water and exercise im sure you'd have more luck",1
5798,1,0,0,-1,0,1,0,2021-10-18,Hamza Mekouar,made my skin breakout,made my skin breakout,1
5799,1,0,0,0,0,0,0,2021-06-06,Karla R,But directly from SugarBear,Gummies are green instead of light blue. Something is wrong with the product,1
5800,1,0,0,0,0,1,0,2016-06-02,Ashley,Breakouts!!,"I read several reviews before purchasing, but chose to ignore those about breakouts thinking it would not be a problem for me... I was wrong! Two weeks in and I have never had such bad breakouts - including post-partum! My hair does seem to have grown, but nothing significant or enough to outweigh the cyst acne that has overtaken my face.",1
5801,0,0,0,0,0,-1,0,2021-09-24,Wendys Rodríguez,I never open the bottle The color is green,Sugar bear hair. Is green now,1
5802,1,0,0,-1,0,0,-1,2020-09-17,Brooke Fletcher,Causes horrible cystic acne,They taste great. Didn’t notice a difference in hair growth after 2 months but I did have a horrible painful skin breakout. Beware!,1
5803,1,0,1,0,0,1,1,2019-01-24,Alex Smith,Made me break out!!!,"I have had cystic acne for a long time. Thanks to accurate, my skin cleared up. I tried these to help my hair grow longer and I broke out worse than I have in a VERY long time.",1
5804,1,0,0,0,0,0,0,2020-08-08,Sadia,Not original product,This sugarbear vitamin is not original. The picture does not match with the original one. You can compare it with the original picture of sugarbear hair.,1
5805,1,0,0,0,0,1,1,2019-10-27,Andres,ESCUCHEN NO COMPREN A EMESTE VENDEDOR,No se merece ni la primera estrella mi paquete no ha llegado ya son 3 meses desde que lo compre y ahora dice que se a perdido que ascoo de servicio,1
5806,1,1,0,0,0,1,1,2021-08-31,Christa,Don’t buy from here!!,The gummy’s were a light green/gray.,1
5807,0,1,0,0,0,0,0,2017-04-24,Heather Ann,I switched to other (cheaper) hair vitamins and have had way better results. I have noticed zero difference in my ...,For the price I was expecting greatness. They're yummy but the amount of sugar in them has been making me breakout. I switched to other (cheaper) hair vitamins and have had way better results. I have noticed zero difference in my hair after I used them for two months. Definitely not worth it.,1
5808,1,0,0,0,0,0,0,2020-06-19,Amazon Customer,Causes horrible acne!!!!!,These made my skin go from great to HORRIBLE breakouts literally cysts on my skin. I stopped and it immediately cleared up. Do not recommend!,1
5809,-1,-1,0,0,0,-1,0,2019-02-28,Jen,"The bears are different colors, textures and flavors. Beware","I really liked the first two batches then got my third bottle and the bears are totally different. Different in color, texture and taste. Im very nervous about these and don’t want to take them. Beware.",1
5810,1,0,0,0,0,1,1,2020-11-13,Christine,Just lies!,It’s just a lie. Yea my hairs softer but it doesn’t wanna mention it makes it fall out and become thinner,1
5811,1,0,0,0,0,1,0,2019-08-02,Kindle Customer,Way to sugary,"I'm careful about my diet, especially sugars, and the sugars in this account for 3 g/22-25 or 12-13% of my recommended daily allowance. WAAAY too much glucose for a supplement.",1
5812,0,0,0,-1,0,0,0,2019-05-18,TgPrice11,Made me break out,"Made my skin break out, I’ve since taken biotin more than what’s in this and I don’t break out. I’m not sure what caused it, I even tried again with the same result.",1
5813,-1,0,1,0,0,-1,0,2020-07-29,Nicole,Not Happy,I took these several times and they was really good but this bottle I just received has a fishy taste to them.,1
5814,0,0,1,0,0,0,0,2021-10-13,Teodora A.,necesito este producto no quiero que estén cobrándo de mi tarje por favor no lo quiero gracias,No lo necesito,1
5815,-1,0,1,0,0,-1,0,2020-02-01,Alex,worthless vitamins,"The sugar bear gummies never worked for me, my hair keeps falling off and they use gave me more acne than normal. Not worthy of the price.",1
5816,1,0,0,0,0,0,0,2021-05-23,mokes,Yuck,These are so grossly sweet. I can’t eat them. Yuck! Tastes terrible,1
5817,0,0,0,0,0,-1,0,2019-01-21,Vanessa Samaras,These suck!!!,"These suck!!! They did nothing for my hair, and gave me tons of zits which I didn’t have before taking these!!! Also I drank lots of water and still ended up with acne. Not worth it!!!",1
5818,1,0,0,0,0,1,1,2020-05-27,Kamil,FAKE. SCAM!,Very disappointed to find a fake product on Amazon. These gummies are nothing like the originals ordered from SugarBear Hair. PLEASE DO NOT ORDER!,1
5819,0,0,1,0,0,0,0,2020-07-03,Livereviews,Buyer be aware these are fake,Just got this and after looking at original supplements facts they are fake and the color is greener rather than blue as originals!,1
5820,1,0,1,0,0,0,0,2019-05-11,Kathleen Coleman,Hair falling out,This product did not help my hair at all. I took a full 30 day supply. My hair started falling out from the roots. Very disappointed after reading all the good reviews.,1
5821,1,0,0,0,0,1,0,2018-09-06,marina,Skin breaks out,"The taste is great. However, my skin broke out badly. I was unable to finish a month supply , and it took more than a month to clear up skin damage. I didnt notice any change in my hair.",1
5822,1,0,0,0,0,0,0,2018-10-04,Lauren Weaver,"Love this product, but damaged","The gummies are amazing and do wonders for my hair and nails. However, I got my shipment today and it looks like it’s been run over and all the gummies look like one big blob. Trying to contact customer service.",1
5823,0,-1,1,0,0,-1,0,2019-07-26,Nancy Smith,Melted product,These had melted partially when they arrived. Liquid in the bottle. I picked them up immediately when brought to my front door but extreme summer heat affected the quality of product.,1
5824,1,0,0,0,0,1,1,2021-05-28,Brandon,Dangerous,It make me pee all the time mess with your Thyroid,1
5825,1,0,1,0,0,1,0,2021-06-26,RHAQUEL RODRIGUEZ,"Worst delivery ever , they promised to send me the product in 2 days, but they did it in 2 months",They took almost 2 months to deliver my order,1
5826,1,0,0,0,0,1,0,2016-11-19,Donald G Jennings,Pimples :(,"I didn't want to believe the reviews I read on here about these causing acne, but it was true for me also. I'm 46 yo and had about 8-10 new pimples all around my mouth area. I had been through half He bottle and threw the other half away last night.",1
5827,1,0,0,0,0,0,0,2019-04-12,Jay Will,Acne and Headaches,"These taste great and I really wanted to like them but I started getting the worst, unbearable headaches while taking these. They also gave me acne. I will pass and find something tolerable.",1
5828,-1,0,0,-1,0,0,0,2018-08-10,Atrurose,Made skin itch uncontrollably,Since taking these vitamins my whole body has been itching. It is so bad I have to return after talking for 1 week. I have taken hair growth vitamins in the past and never experienced a reaction like this.,1
5829,0,0,1,1,0,1,0,2018-02-26,Sanco,This is my second time trying out the bears I ...,This is my second time trying out the bears I wanted to see if had different results but I had same exact results instead.. a week into taking them I started having cramps and bleeding in between periods. My hair turned to straw.,1
5830,1,0,0,0,0,1,0,2019-02-21,Lala,I want to cry 😢,Took for less than 1 month and hair started to fall out. Hair did grow longer but what’s the point if now I need to cut it due to all the fall out.,1
5831,-1,0,1,-1,0,-1,0,2019-04-03,Alexandra Covelli,DO NOT BUY,DO NOT. And I repeat DO NOT buy this product. I broke out in hives on both my face and back after taking these vitamins! Aweful and way too expensive. What a shame!,1
5832,1,1,1,0,1,1,1,2020-08-01,Cindy,No se fijan bien lo q mandan,"Este producto no fue recibido , dentro del paquete solo benia una botella rosa , la azul no se recibio",1
5833,-1,0,0,-1,0,0,0,2020-04-24,Stephanie,Disappointed,"Literally I have great skin until this product! I have terrible acne while taking this, and honestly I didn’t see my hair grow",1
5834,0,0,1,0,0,0,0,2021-06-10,Amazon Customer,Wouldn't buy again,Didn't do anything. I feel I wasted my money.,1
5835,1,0,1,0,0,1,0,2016-08-16,Cynthia Smith,It actually seemed like my hair fell out more then normal and after ...,I don't think my hair grew at all. It actually seemed like my hair fell out more then normal and after my before and after photos it seemed like it got shorter. Taste was fine just wasn't impressed. I wasn't expecting a lot of growth but was suprised how it changed nothing.,1
5836,1,0,0,0,0,0,0,2020-12-29,TraceyO,Causes cystic acne,Day 5 and I’m getting cystic acne. I’m 50 yrs old and my skin has never broken out.,1
5837,1,0,0,0,0,0,0,2017-03-22,Marie St,Don't even think they actually work,"Hated it, the feel if the Gummies in my mouth were not of an actual Gummies bear it was more of a soft old gum feel. That was my main issue is got tired of them quick. Just an over price candy to me don't even think they actually work",1
5838,1,0,1,0,0,0,0,2021-01-25,Jasmine,DO NOT BUY,The gummies looked old and tasted old as well ! I want a refund highly disappointed,1
5839,1,0,0,0,0,1,0,2019-05-13,Cris,Disappointing,There’s a simple truth about this product: it doesn’t work!. I’ve been taking these pills for 3 months and so far zero results what so ever. Do not waste your Money.,1
5840,0,-1,-1,-1,0,0,-1,2019-01-10,Mackenzie,Caused my skin to break out,I’ve been using this product for a week with the intent to grow out my hair and it already caused my skin to break out like crazy where I usually have very clear skin!,1
5841,1,0,1,-1,0,0,-1,2019-03-30,Diana Donohoe,my face completely broke out,"used these gummy bears for one week, and my face completely broke out....returned them to Amazon for a full refund, and went back to Hairfluence which i have used for four years...",1
5842,1,0,0,0,0,1,0,2019-10-08,Divina Sandoval,I want my vitamins I've paid for them.,I been buying Sugarbears for a while now never had a problem. I just received my package and its empty. Theses nothing in the package. Please help!,1
5843,1,0,0,-1,0,0,0,2021-05-03,Kayla Brummett,It didn’t work for me and it’s a bit expensive,For hair growth and thickening which it did not do either,1
5844,1,0,0,0,0,1,0,2020-03-13,Christina Robbins,Causes terrible cystic acne. Do not recommend,"Used it for the full 30 days, did not notice a difference in my hair and it made me break out really bad",1
5845,0,-1,-1,0,0,0,0,2021-09-01,Emily,Em,No growth,1
5846,0,-1,0,0,-1,0,-1,2019-06-27,Kristin,Product doesn't work,Used this product because I have thinning hair along my hairline. This product has good reviews. I saw no change in my hairline after a month of taking these.,1
5847,1,1,1,0,0,1,1,2019-12-11,Missy Holeva,Doesn’t work,They literally don’t do anything but make you break out. I took them for almost 8 months and didn’t see any sort of improvement whatsoever.,1
5848,0,0,1,0,0,0,0,2020-06-28,Ariane Grosskth,Save your money,"These gummies tasted great but I literally noticed no difference at all in my hair, skin, or nails. Was disappointed.",1
5849,1,0,1,0,0,1,1,2021-07-18,Shian Kiri,Waste of money,I didn’t notice a difference,1
5850,0,0,0,-1,0,0,0,2021-06-06,Marissa Carlino,Expired product - Green product,Sent an expired product and they are green.,1
5851,1,-1,0,0,0,1,0,2019-05-08,Gina martinez,They don’t work,I sent them back ‘ so I need my refund I took them for 2 months you try sending another bottle hell No ‘ they don’t work it’s a scam,1
5852,0,-1,0,0,-1,0,0,2019-02-12,Keyti Paneto,NO LO RECOMIENDO !!,HISPANIC WOMAN! I would recommend ( NOT ) trying this.. because for me all this broduct did is give me Really Bad Acne! So I have Waised My money on this product.,1
5853,1,0,0,0,0,1,0,2019-02-01,Sandy,Gummy bear vitamins,The vitamins don’t work I bought 3 bottles my hair is the same size didn’t grow I’d till damage and didn’t d. See any progress I would like my money back .,1
5854,0,0,1,0,0,0,0,2021-08-10,Jisel Munguia,Siempre llega sin la envoltura no es el mismo que ordene,No lo recomiendo,1
5855,1,0,0,0,0,1,1,2017-12-13,Rachel Ponzi,Taste great do nothing,I have been using these for two months now and honestly my hair grew just as much as it did before i started taking them. I actually feel like I’m losing my hair so i guess it’s doing the opposite for me....,1
5856,1,0,0,0,0,0,0,2020-10-07,Mousetrap,Scam,"Does nothing, made me break out in acne. Beware of this and any other biotin supplement.",1
5857,1,0,0,0,0,1,0,2018-04-19,Kayla,Very disappointed and makes me question the quality of this product,"I waited almost 2 months to receive this product. When I received the product, the label on the Sugar Bear Hair bottle wasn’t even half on the bottle. Very disappointed and makes me question the quality of this product.",1
5858,1,0,0,-1,0,1,0,2020-07-07,Brenda,Does not help with hair loss but tastes great!,Great tasting gummies that did nothing for my hair loss after pregnancy. I wouldn’t waste your money on these.,1
5859,0,0,1,0,0,-1,0,2021-06-19,Stephanie,Not good,Horrible taste and smell. Smells rancid,1
5860,1,0,0,0,0,1,0,2020-03-02,Zoni,Was a good product just upset with the people,Wow I liked these but didn’t receive them one time and this was in March and still haven’t received my refund SMH,1
5861,-1,0,0,0,0,-1,0,2020-10-05,Gregory Herszman,Bad product,Product showed up on time but hard as a rock and tasted poorly save your money,1
5862,1,1,1,0,0,1,0,2019-04-04,Amazon Customer,Buyer beware!,"I never break out in pimples (I’m 50 yrs old) but my face broke out a couple of weeks after taking these. Also, bottle count was 58 and not 60.",1
5863,1,0,0,0,0,1,0,2020-04-06,Luca Savoldelli,Difficult to digest if you have issues with sugar,"These vitamins contain a HUGE amount of sugar. if you have problems with sugar, you won't be able to digest them.",1
5864,1,0,1,0,0,1,0,2018-11-29,Kristin,Don't Waste Your Money,I've used far cheaper hair and nail growth supplements in the past with much better results. I purchased the 3-month supply of this and found no noticeable improvement in my hair or nails.,1
5865,0,1,1,0,0,0,0,2019-12-05,NitaGoddess,Waste,Took these for almost a year and seen no results in growth. Disappointed with this product. Stopped my subscription and will no longer buy.,1
5866,1,0,0,0,0,1,0,2019-10-13,Eliza,Caused anxiety,Did anyone else experience anxiety issues and stomach pains. I broke out all over and noticed the anxiety and stomach lain at the same time.,1
5867,1,0,1,0,0,1,0,2018-06-02,Danielle,This product came with no label on the bottle and ...,"This product came with no label on the bottle and did not say it was actually sugarbear vitamins. Had no directions and you have no clue what you are actually taking. Definitely, returning and would not recommend",1
5868,1,0,0,0,0,1,1,2019-11-27,Brenda,Ok,Poque me tan sacado dinero de mi tarjeta me an sacado dos veces y no e pedido nada quiero mi dinero para tras,1
5869,-1,0,0,0,0,-1,0,2021-01-19,Antonio sanches,Q no me gusta q lo en bien sin pedirlo,Lo q no me gusta de este producto q lo en vian si pedirlo,1
5870,-1,0,0,-1,0,0,0,2019-04-22,Erika Avila,Ya no lo quiero más,Ya no quiero que me mande este producto cada mes. Yo nose por que no reenvían si yo no autorizo la compra por favor ya no mandar más,1
5871,1,0,0,0,0,1,0,2016-05-12,louis r,Waste of money,"I am fairly certain that people are paid to review these. They do not work. Please do not waste your money. Although they taste amazing (like gushers), I saw no difference in my hair. There are hundreds of other hair and nail vitamins I would use before I tried these again.",1
5872,1,0,0,0,0,0,0,2018-02-22,Jackie,Was prettty disappointed with these,"Was prettty disappointed with these...my mom and I both got them and used them for probably 2 months, made both of our skin break out. They don't taste that great either. Don't fall for al the celebrities promoting it....",1
5873,0,-1,0,0,0,-1,1,2016-03-14,Shannon,I'm sure they work for someone with less sensitive skin,Not good if you have sensitive skin. These vitamins have huge amounts of iodine in them which caused a flare up in my psorasis. I took them for a week as directed and the psorasis showed up at day 3. And two days after I stopped taking them the psoriasis died down.,1
5874,0,0,-1,-1,0,0,0,2017-10-22,Victoria Forte',After using the gummies my hair had so much breakage on the crowd of my head it wasn’t funny. Luckily I have great stylists that could hide ...,I relax my and dye it. After using the gummies my hair had so much breakage on the crowd of my head it wasn’t funny. Luckily I have great stylists that could hide this problem til all 9inches of hair grows back.,1
5875,0,-1,0,0,0,-1,0,2016-09-14,Bella,Dont recommend cause acne,If I could give it no stars I would. I don't recommend it ..didn't do anything to my hair all it did was made me breakout and now I have to deal with my acne. Be safe and don't buy this. You don't want to deal with acne,1
5876,-1,0,1,0,0,1,1,2017-11-29,alex kilgore,MY HAIR FELL OUT.,This stuff made my hair fall out in clumps. I used this for about 3 months before i could figure out what was going on. My hair fell out in clumps. I stopped using it and my hair stopped falling out.,1
5877,1,0,0,0,0,1,1,2020-12-27,MH,Horrible Skin Allergy,Both my daughter and I had allergic skin reaction to these vitamins.,1
5878,0,0,1,0,0,1,0,2021-12-01,abdullah awn,It was expired and also he sent it to me again and he took my money again,Video Player is loading.,1
5879,-1,0,1,-1,0,0,-1,2019-03-04,shannon graham,Taste good but broke me out,Wanted to use this regularly but I started breaking out.. so I had to discontinue use.. I guess I had some sort of allergic reaction.. but they taste great,1
5880,1,1,0,1,0,1,1,2018-10-10,BeckySC,No better that other Biotin Products,I did not find this product to work any better than other Biotin products on the market. You can get the same results for a lot less money with other products.,1
5881,0,-1,0,0,0,0,0,2019-05-09,Amazon Customer,Acne happened for me,"Like another reviewer mentioned, these made me break out on my face, and I barely ever get acne. Since I stopped my face has cleared up.",1
5882,,,,,,,,2016-11-22,Erica Bertsch,Stay away!!!! Bought these thinking it ...,Stay away!!!! Bought these thinking it would make my hair grow. after a month of taking them 70% of my hair fell out!!!!! I went to a dermatologist and she says these vitamins change your hair cycle. I'm back to the pink hair vitsmins from cvs. They work wonders.,1
5883,1,0,0,0,0,1,0,2018-04-04,daysha lancaster,"They tasted good, that was about it seen no difference in ...","Obviously everything doesn’t work for everyone. They tasted good , that was about it seen no difference in my hair growth or skin whatsoever just my nails. I wish I would have known before spending $30 😔",1
5884,0,0,1,0,0,1,1,2019-01-11,neda vega,Waste of money,Does not work and I gave it 3 months. I used hairfinity for a long time and saw results after the first month. Don’t waste your money .. use hairfinity,1
5885,1,0,0,0,0,1,0,2020-05-18,Carol ibrahim,Not good at all for me,With 5 days of taking sugar bear i started to break out!!! This is not for me !!!,1
5886,1,1,0,0,0,0,0,2020-10-30,Y. Melon,Just don’t,"They taste great, but they don’t work. Pretty sure it’s just candy.",1
5887,1,1,0,0,0,1,0,2020-11-01,Alex,Caused me to breakout,These gummies have too much biotin in them or something. They caused me to breakout.,1
5888,0,0,1,0,0,1,1,2019-03-20,Mina,Blue dye,"I should have known this but I really didn't think about it, I don't like that they have blue dye 1 in this and will be returning it.",1
5889,1,0,-1,1,0,0,0,2019-11-10,CHRISSY,Disappointed,I honestly didnt see a huge difference in the growth in the 2 bottles I ordered .. they tasted yummy though 🤷‍♀,1
5890,1,1,0,1,0,1,0,2019-12-30,Brit,Waste of money,My face broke out like crazy! Should have read more reviews to learn about the side effects... through the bottle away,1
5891,1,-1,1,0,0,0,0,2016-05-28,Customer_Review,I had heard good things so I wanted to try it for myself ...,"I had heard good things so I wanted to try it for myself but when I finally received the package, it had already been opened! The protective seals had obviously been tampered with. I had to return the product. Next time, I will just order it from SugarBear directly.",1
5892,-1,-1,0,0,0,0,0,2020-07-11,Dominique,Not sure if they work but made me sick,Am I the only one who got super sick after eating these?! Omg I felt terrible.,1
5893,,,,,,,,2021-01-04,Jessica Szymanski,Buy a multivitamin instead and save your money,While these taste great save your money and just buy a multivitamin instead.,1
5894,1,0,1,0,0,1,0,2020-04-15,Jayme Denamur,Dosen't work,Its doesn't help with hair at all. I been using for two months and my hair hasn't improved.,1
5895,1,0,0,0,0,1,0,2019-01-18,Rachel,Instant Migraine,These didn't work for me. I got an instant migraine and am still recovering from all of the acne that sprouted. I only took these for one day.,1
5896,,,,,,,,2020-09-09,Tam,Confused,"I didn't buy this, not sure why my phone case review link brought me here",1
5897,-1,0,0,-1,0,0,-1,2018-05-04,Amazon Customer,packaging came opened,the bottle came with the seal broken and what seemed to be almost 1/4 of the gummy bears missing. didn't even take these because the seal was broken and was scared to take contaminated vitamins,1
5898,1,0,1,0,0,1,0,2019-08-27,Amazon Customer,Way over priced for ingredients,Product WAY OVER PRICED.....can buy supplements with higher concentration for much less. Taking advantage of people with this pricing if you ask me!,1
5899,1,-1,0,0,0,1,0,2017-03-31,Megan Robertson,... difference in my hair but I did notice a nice white beard start to grow,I didn't notice any difference in my hair but I did notice a nice white beard start to grow! Looked in the mirror after being on them for a month and saw a lot of long white hairs that have never been there before!,1
5900,1,0,0,0,0,1,0,2019-12-09,Maria barroso,Que no pude agarrar mi paquete,Hola mira no sé si me puedas ayudar pero no pude agarrar mi paquete cuando pase por el no estaba,1
5901,1,1,0,0,0,0,0,2020-11-11,Amazon Customer,PROPAGANDA MENTIROSA,"EN LA FOTO Y PROPANGANDA SE VE OTRO COLOR LAS GOMITAS, QUE MAL",1
5902,-1,0,1,-1,0,0,0,2020-06-26,Mary Beth Carlisle,Did not help with growth,The taste is delicious but there was no difference in my hair in a month.,1
